type,acc,name,genome_cat,correct_rank,gap_01,gap_to_correct,prob_keep,clf_flipped,d_rbs,d_anti_sd,d_codon,d_imm,d_length,d_f4,d_baseline,gc_pct,d_len_zscore
B4r2,NC_003155.5,Streptomyces,problem,2,0.36927888578775736,0.5884262234676285,0.9147982062780269,False,0.9075501263114799,0.11538461538461536,-0.029167214427547883,-0.032423929521723904,78.0,0.0,0.5884262234676285,0.7071655449693804,0.5517538200624728
B2,NC_003155.5,Streptomyces,problem,1,0.06406625520289033,0.06406625520289033,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.29048646932616684,0.29048646932616684,0.06586021505376345,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.17478816656315388,0.17478816656315388,0.7513297872340425,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.49299510211446673,0.49299510211446673,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.19029439500419976,0.19029439500419976,0.12588652482269502,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.026841389820325467,0.026841389820325467,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.629847069601384,0.629847069601384,0.002785515320334262,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.12214109316752975,0.29773216190247,0.01556420233463035,True,0.5876002512728564,0.038461538461538436,-0.026314209870798466,-0.0709105131026816,18.0,0.0,0.29773216190247,0.7071655449693804,0.1273278046298012
B4r2,NC_003155.5,Streptomyces,problem,2,0.4917624297315868,0.5071024581435459,0.6826347305389222,False,0.32302631614476407,-0.07692307692307693,0.023493473402251164,0.04581644842216526,-69.0,0.0,0.5071024581435459,0.7071655449693804,-0.4880899177475708
B4r2,NC_003155.5,Streptomyces,problem,2,0.47890920732832853,0.7887916487915891,0.2302568981921979,False,0.48453947421714616,-0.23076923076923078,-0.3747582331677499,-0.3182770951721384,156.0,0.5714285714285714,0.7887916487915891,0.7071655449693804,1.1035076401249428
B4r2,NC_003155.5,Streptomyces,problem,2,0.09032119852594889,0.1361152450689751,0.6975881261595547,False,0.07537280710044486,0.11538461538461536,0.02947923516339024,0.07296467324286826,-15.0,0.0,0.1361152450689751,0.7071655449693804,-0.10610650385816722
B2,NC_003155.5,Streptomyces,problem,1,0.5289341593702854,0.5289341593702854,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06644220114640653,0.06644220114640653,0.04488330341113106,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.14549841545295727,0.16147099547885446,0.38977072310405636,False,0.05742690064795824,0.0,0.03543987133559123,0.03724138661455978,-12.0,0.0,0.16147099547885446,0.7071655449693804,-0.08488520308653413
B2,NC_003155.5,Streptomyces,problem,1,0.1738228306124583,0.1738228306124583,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.05979401736265899,0.05979401736265899,0.0008904719501335708,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.038612168482537346,0.038612168482537346,0.8989547038327527,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.48444521610303165,0.48444521610303165,0.036065573770491806,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.15956021093746386,0.15956021093746386,0.14018691588785046,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8215264571824044,0.8215264571824044,0.8735119047619048,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6881766424228077,0.6881766424228077,0.8989547038327527,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.04086904880147557,0.04086904880147557,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.008647940112865626,0.008647940112865626,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5216981496430275,0.5216981496430275,0.7513297872340425,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07921039535398222,0.07921039535398222,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3785357800529727,0.3785357800529727,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.08740822590339636,0.08740822590339636,0.8735119047619048,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.03790089707615607,0.03790089707615607,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3398853611694026,0.3398853611694026,1.0,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.22591142975048584,0.22591142975048584,0.0008904719501335708,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.027860409302686406,0.03122208247209457,0.12588652482269502,True,-0.42352339227869074,0.19230769230769235,-0.09308468274822879,-0.1647607999892875,147.0,0.0,0.03122208247209457,0.7071655449693804,1.0398437378100436
B2,NC_003155.5,Streptomyces,problem,1,0.06533222631726687,0.06533222631726687,0.06521739130434782,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.050188853090841534,0.050188853090841534,0.002976190476190476,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.17301888043476765,0.17301888043476765,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1431612889294378,0.1431612889294378,0.6521739130434783,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.6037178485412795,0.6132374082767527,0.0,True,-0.5383771935746068,-0.11538461538461536,-0.8380243033056002,-0.5630179474814729,1299.0,-0.1428571428571429,0.6132374082767527,0.7071655449693804,9.188823234117313
B2,NC_003155.5,Streptomyces,problem,1,0.14922190656411516,0.14922190656411516,0.013297872340425532,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5937564731301297,0.5937564731301297,0.01126126126126126,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.09352246088358562,0.2971891388163801,0.01556420233463035,True,0.7178362580994759,0.1923076923076923,-0.05308624567846687,0.027780891404424413,-36.0,0.0,0.2971891388163801,0.7071655449693804,-0.2546556092596024
B2,NC_003155.5,Streptomyces,problem,1,0.07554570569953967,0.07554570569953967,0.06586021505376345,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.10215405773725728,0.13558337788839836,0.5525210084033613,False,-0.2153508774298427,0.038461538461538436,-0.010430051840240928,-0.00048268210495072683,39.0,0.0,0.13558337788839836,0.7071655449693804,0.2758769100312364
B2,NC_003155.5,Streptomyces,problem,1,0.07392935164653203,0.07392935164653203,0.0008904719501335708,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.06309228524848898,0.2105483393714671,0.054673721340388004,True,0.3076441106140607,0.0,0.060380669118071495,-0.0046947733590456675,-24.0,0.0,0.2105483393714671,0.7071655449693804,-0.16977040617306782
B2,NC_003155.5,Streptomyces,problem,1,0.13762037056475052,0.13762037056475052,0.01126126126126126,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.40644862074022825,0.40644862074022825,0.955984555984556,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2466618724966505,0.2466618724966505,0.6826347305389222,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2783502176168753,0.2783502176168753,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0019098610381842462,0.0019098610381842462,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.007527619517361472,0.007527619517361472,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.020760148486445473,0.020760148486445473,0.12588652482269502,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.021458920812552407,0.021458920812552407,0.21301775147928995,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06259040460560072,0.06259040460560072,0.002785515320334262,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.14612677374213945,0.36360087319445,0.11922141119221409,True,0.007691102765351676,0.2692307692307692,0.008908125791436072,0.014544954004642285,-204.0,0.0,0.36360087319445,0.7071655449693804,-1.443048452471075
B2,NC_003155.5,Streptomyces,problem,1,0.2163930473339697,0.2163930473339697,0.9318681318681319,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.1799902439344372,0.2032219117179821,0.6141552511415522,False,0.5204312871221198,-0.11538461538461536,-0.09181381566242397,-0.09993128706179677,69.0,0.0,0.2032219117179821,0.7071655449693804,0.4880899177475708
B2,NC_003155.5,Streptomyces,problem,1,0.0675563105357373,0.0675563105357373,0.04488330341113106,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2672889107603966,0.6879441028407203,0.0008904719501335708,True,-0.8721710535908632,-0.23076923076923078,-0.9224054718825297,-0.637514658373928,267.0,-0.5714285714285714,0.6879441028407203,0.7071655449693804,1.8886957686753831
B2,NC_003155.5,Streptomyces,problem,1,0.13605809246686107,0.13605809246686107,0.06521739130434782,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2875491845372018,0.2875491845372018,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.21158469173421324,0.21158469173421324,0.17354497354497356,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.059345463486717875,0.059345463486717875,0.036065573770491806,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.22258042897120411,0.22258042897120411,0.2302568981921979,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.122330224776519,0.21726788134092345,0.07407407407407407,True,0.4307017548596855,0.3076923076923077,0.041312101403127466,0.049432095186837555,-42.0,0.0,0.21726788134092345,0.7071655449693804,-0.29709821080286947
B2,NC_003155.5,Streptomyces,problem,1,0.23103687991030775,0.23103687991030775,0.5525210084033613,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.03504723245477681,0.03504723245477681,0.17354497354497356,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.7507748342370038,0.7507748342370038,0.955984555984556,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1873563573115078,0.1873563573115078,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.45367298008610213,0.45367298008610213,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.18949451363697278,0.18949451363697278,0.8498659517426272,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.2728315776877368,0.5307931843558569,0.0008904719501335708,True,-0.5922149129320675,-0.1923076923076923,-0.3084364815460737,-0.33976766685908877,195.0,-0.7142857142857143,0.5307931843558569,0.7071655449693804,1.3793845501561786
B2,NC_003155.5,Streptomyces,problem,1,0.5503762983981124,0.5503762983981124,0.38977072310405636,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.013506524425348942,0.013506524425348942,0.14018691588785046,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11452930567938324,0.11452930567938324,0.6141552511415522,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.055307908006124507,0.28868416879046066,0.49443207126948785,False,-0.06460526322895298,-0.11538461538461542,0.24376382422042875,0.20544432804270896,-69.0,0.0,0.28868416879046066,0.7071655449693804,-0.48808991774757104
B2,NC_003155.5,Streptomyces,problem,1,0.1773005161702237,0.1773005161702237,0.11922141119221409,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5918995415949801,0.5918995415949801,0.9280303030303029,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2625834697733289,0.2625834697733289,0.0,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2638635159090139,0.2638635159090139,0.01633986928104575,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.21275871327569007,0.33573306206620757,0.9972051425377306,False,0.15792397678188447,0.0,0.14319426007593106,0.21102349978545654,-117.0,0.0,0.33573306206620757,0.7071655449693804,-0.8276307300937065
B4r2,NC_003155.5,Streptomyces,problem,2,0.2716292148652961,0.3588783026830349,0.11922141119221409,True,1.3279970774840306,0.1923076923076923,0.0024876915764193708,-0.021533028679275867,-6.0,1.0,0.3588783026830349,0.7071655449693804,-0.04244260154326618
B2,NC_003155.5,Streptomyces,problem,1,0.18013948609173447,0.18013948609173447,0.07331378299120235,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3866390401927209,0.3866390401927209,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0010674766464120466,0.0010674766464120466,0.8507936507936508,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.17787031620819427,0.17787031620819427,0.6975881261595547,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.026139604849493736,0.026139604849493736,0.04488330341113106,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2444996697946209,0.2444996697946209,0.6363636363636365,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.003008991391197924,0.003008991391197924,0.3169642857142857,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.23317171031179562,0.23317171031179562,0.2993630573248407,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.24196465736289952,0.37874327295812193,0.6363636363636365,False,0.34097222259725074,0.0,0.07978618787915737,0.12974403375732269,-93.0,0.0,0.37874327295812193,0.7071655449693804,-0.6578603239206391
B2,NC_003155.5,Streptomyces,problem,1,0.1057797794342843,0.1057797794342843,0.9389140271493213,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.08277639420746397,0.08277639420746397,0.7210216110019646,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.046106396861720356,0.046106396861720356,0.002770083102493075,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11237332224072993,0.11237332224072993,0.06521739130434782,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.22049415927827098,0.22049415927827098,0.9721784776902888,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1829151869417558,0.1829151869417558,0.7489878542510121,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.42363387512147277,0.42363387512147277,0.7631578947368421,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.20363182717920658,0.20363182717920658,0.12588652482269502,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06920399821378531,0.06920399821378531,0.01556420233463035,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.11945992881344836,0.11945992881344836,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.17853035509762094,0.17853035509762094,0.031746031746031744,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5230230765156882,0.5230230765156882,0.9865591397849462,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3307252637570297,0.3307252637570297,0.6141552511415522,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1144326920144465,0.1144326920144465,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.1836844072160586,0.1836844072160586,0.09019607843137255,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.587441588944106,0.6087252249375243,0.9913700107874865,False,0.5742690064795809,0.03846153846153849,0.21311117874092173,0.21388148424265827,-72.0,0.0,0.6087252249375243,0.7071655449693804,-0.5093112185192048
B4r2,NC_003155.5,Streptomyces,problem,2,0.049764661591670034,0.18330723974528773,0.01126126126126126,True,0.9721553895404329,0.11538461538461536,0.015024106348882738,0.05076124434571372,-153.0,0.0,0.18330723974528773,0.7071655449693804,-1.0822863393533098
B2,NC_003155.5,Streptomyces,problem,1,0.026541210325255804,0.026541210325255804,0.3169642857142857,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.395880000074591,0.4192499383773227,0.12588652482269502,True,-0.19381578968685859,0.11538461538461542,0.1969421447272689,0.5068982668986773,-33.0,-0.5714285714285714,0.4192499383773227,0.7071655449693804,-0.23343430848796867
B2,NC_003155.5,Streptomyces,problem,1,0.3905873015009167,0.3905873015009167,0.2302568981921979,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2005094939030485,0.2005094939030485,0.6079545454545454,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.1390200546933542,0.22440791573265528,0.002976190476190476,True,-0.16920426083773377,0.23076923076923078,0.008733856963803799,0.006524164925541198,-60.0,-0.2857142857142857,0.22440791573265528,0.7071655449693804,-0.4244260154326689
B2,NC_003155.5,Streptomyces,problem,1,0.26170802147166583,0.26170802147166583,0.01633986928104575,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13934579736478625,0.13934579736478625,0.10052910052910052,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.04375286141340595,0.04375286141340595,0.12403100775193801,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.7323549179434199,0.7323549179434199,0.9972051425377306,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.021222730289315095,0.021222730289315095,0.06586021505376345,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6468231941072968,0.6468231941072968,0.955984555984556,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.009803814679766987,0.009803814679766987,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.20061043499338282,0.20061043499338282,0.6141552511415522,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.27221748449905014,0.27221748449905014,0.8231827111984283,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8410720586362412,0.8410720586362412,0.9318681318681319,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.470034982747654,0.470034982747654,0.9100467289719626,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.004540803865459964,0.175609840475353,0.09019607843137255,True,-0.01794590645248695,-0.23076923076923073,0.0006309124771888275,0.02301058360483288,-357.0,0.0,0.175609840475353,0.7071655449693804,-2.5253347918243776
B2,NC_003155.5,Streptomyces,problem,1,0.4292293372844451,0.4292293372844451,0.7897091722595079,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.036739294314218185,0.04010877144724567,0.07407407407407407,True,0.38763157937371706,-0.07692307692307693,-0.008548341315939706,-0.008368879676291463,-45.0,0.0,0.04010877144724567,0.7071655449693804,-0.31831951157450256
B2,NC_003155.5,Streptomyces,problem,1,0.7149716098314927,0.7149716098314927,0.9389140271493213,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.8039604840835715,0.8039604840835715,0.9997844827586206,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.043292194225259095,0.043292194225259095,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.12223796252066599,0.12223796252066599,0.04488330341113106,True,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.3058147742673185,0.43874678702760406,0.7897091722595079,False,-0.90755012631148,0.038461538461538436,0.12599926190624933,0.16529076726074354,-114.0,-0.7142857142857143,0.43874678702760406,0.7071655449693804,-0.8064094293220734
B2,NC_003155.5,Streptomyces,problem,1,0.07059303038139753,0.07059303038139753,0.12588652482269502,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13933651352830623,0.13933651352830623,0.452755905511811,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.0977110874533107,0.0977110874533107,0.002770083102493075,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06357916215002923,0.06357916215002923,0.9318681318681319,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.3505383532507196,0.38685179264226655,0.01126126126126126,True,3.438435676296489,0.07692307692307693,0.0037839901989428215,0.05545209188735578,-207.0,0.0,0.38685179264226655,0.7071655449693804,-1.4642697532427125
B2,NC_003155.5,Streptomyces,problem,1,0.021205460778766394,0.021205460778766394,0.002976190476190476,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3658503025581439,0.3658503025581439,0.575609756097561,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.11441041378372852,0.6727245891555143,0.9100467289719626,False,0.3373830413067536,-0.07692307692307693,0.16999983851229072,0.26067341683030104,-48.0,0.0,0.6727245891555143,0.7071655449693804,-0.3395408123461361
B4r2,NC_003155.5,Streptomyces,problem,2,0.19635026525726573,0.34480805737672426,0.7785817655571635,False,1.3567105278080094,0.0,0.004393571369933236,0.007562474004283226,-21.0,0.7142857142857143,0.34480805737672426,0.7071655449693804,-0.1485491054014343
B2,NC_003155.5,Streptomyces,problem,1,0.04218144208639529,0.04218144208639529,0.7513297872340425,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2808885874341218,0.2808885874341218,0.7489878542510121,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07546895881360438,0.07546895881360438,0.2302568981921979,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.07542902488037484,0.1393952879925422,0.02761904761904762,True,0.9906140361772767,-0.03846153846153849,-0.0020873477995619893,0.0013200535153186088,-6.0,0.0,0.1393952879925422,0.7071655449693804,-0.04244260154326707
B4r2,NC_003155.5,Streptomyces,problem,2,0.6071897540075355,0.7213143408791822,0.9913700107874865,False,-0.6783552639040048,-0.1923076923076923,0.13056177532283741,0.12840597724983827,-78.0,-1.0,0.7213143408791822,0.7071655449693804,-0.551753820062471
B4r2,NC_003155.5,Streptomyces,problem,2,0.1608114014757458,0.26793194297541056,0.8231827111984283,False,0.5383771935746068,-0.07692307692307698,0.006464208832766882,0.02540765329280159,-6.0,0.7142857142857143,0.26793194297541056,0.7071655449693804,-0.04244260154326701
B2,NC_003155.5,Streptomyces,problem,1,0.09266209124958102,0.09266209124958102,0.054673721340388004,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.05989878711372043,0.05989878711372043,0.2993630573248407,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.08348562637764445,0.08348562637764445,0.8735119047619048,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.09272596075128092,0.23077942592468403,0.002785515320334262,True,0.6998903516469891,0.11538461538461536,0.022002397948310604,0.03665224581703219,-48.0,0.0,0.23077942592468403,0.7071655449693804,-0.33954081234613653
B2,NC_003155.5,Streptomyces,problem,1,0.028830046817757804,0.028830046817757804,0.38977072310405636,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.01619078546060848,0.01619078546060848,0.452755905511811,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.15594098283584046,0.29895091744211655,0.9963931469792606,False,0.21535087742984266,-0.19230769230769224,0.10563965059599068,0.05925085559866916,-111.0,-0.5714285714285714,0.29895091744211655,0.7071655449693804,-0.7851881285504394
B2,NC_003155.5,Streptomyces,problem,1,0.17499110028195908,0.17499110028195908,0.12403100775193801,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5021417731214157,0.5021417731214157,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.16304796454630832,0.16304796454630832,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.13940011701825483,0.13940011701825483,0.8507936507936508,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.10576052768789879,0.19289282132377394,0.01556420233463035,True,0.5383771935746069,-0.1923076923076923,-0.0008656095398569263,0.01082109209813753,-252.0,0.5714285714285714,0.19289282132377394,0.7071655449693804,-1.7825892648172186
B4r2,NC_003155.5,Streptomyces,problem,2,0.04311385133000911,0.4002493109549192,0.3169642857142857,False,0.0,-0.038461538461538436,0.0033660457620692252,-0.0004377929836256733,-36.0,0.0,0.4002493109549192,0.7071655449693804,-0.25465560925960773
B2,NC_003155.5,Streptomyces,problem,1,0.15832921970110547,0.15832921970110547,0.452755905511811,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.09607096009922955,0.5574528517666373,0.7785817655571635,False,-0.36917293273687307,-0.038461538461538436,0.03290964765387128,-0.0034262886101459333,-30.0,-0.5714285714285714,0.5574528517666373,0.7071655449693804,-0.21221300771633533
B4r2,NC_003155.5,Streptomyces,problem,2,0.22767133161883635,0.2394428962116777,0.7897091722595079,False,0.3722493738430137,-0.1923076923076923,0.01472039692531002,-0.0014837860319967255,-12.0,0.0,0.2394428962116777,0.7071655449693804,-0.08488520308653413
B2,NC_003155.5,Streptomyces,problem,1,0.29278873029323194,0.29278873029323194,0.38977072310405636,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3827303560140507,0.3827303560140507,0.7897091722595079,False,,,,,,,,,
B4r2,NC_003155.5,Streptomyces,problem,2,0.4451907798575423,0.574602547419607,0.9808187804179788,False,0.10767543871492136,0.15384615384615385,0.050873575513071034,0.11999763593154877,-45.0,0.0,0.574602547419607,0.7071655449693804,-0.31831951157450256
B2,NC_003155.5,Streptomyces,problem,1,0.11360149288943333,0.11360149288943333,0.5588235294117647,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.2249988315559701,0.2249988315559701,0.49443207126948785,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.057807977013620615,0.057807977013620615,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.02359704568173271,0.02359704568173271,0.06521739130434782,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.08895520564568571,0.08895520564568571,0.21301775147928995,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.24199197822346719,0.24199197822346719,0.575609756097561,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06922318168494712,0.06922318168494712,0.541850220264317,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.155583981632617,0.155583981632617,0.002785515320334262,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.6667996843257828,0.6667996843257828,0.9991835994194485,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.5885448788016419,0.5885448788016419,0.38977072310405636,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.07568213159096437,0.07568213159096437,0.7489878542510121,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.4082744226376116,0.4082744226376116,0.9808187804179788,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3258620398617875,0.3258620398617875,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.28275107970542557,0.28275107970542557,0.8231827111984283,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.06557812241518945,0.06557812241518945,0.6363636363636365,False,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.001000358708084903,0.001000358708084903,0.02761904761904762,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.3314766403377387,0.3314766403377387,0.09019607843137255,True,,,,,,,,,
B2,NC_003155.5,Streptomyces,problem,1,0.46619786943889174,0.46619786943889174,0.11428571428571428,True,,,,,,,,,
